customer_id,first_name,last_name,email,phone,date_of_birth,gender,age_group,customer_segment,registration_date,preferred_contact,loyalty_points,address,city,state,zip_code
CUST_00000116,Victor,Harris,christinebrown@example.com,(630)239-7524x5086,1958-11-12,Other,65+,VIP,2024-08-20,Email,2985,"033 Boyd Falls, Sotoland, VI 64941",East Brettberg,FL,27268
CUST_00000117,Joel,Miller,christopherwatkins@example.org,001-974-523-3629x3449,1961-07-25,M,18-25,VIP,2024-10-12,SMS,4876,"6277 Wagner Street Suite 270, Simmonsland, WV 39852",New Jessica,TX,34224
CUST_00000118,Nicholas,Obrien,dford@example.com,752-973-2300,1969-12-03,Other,65+,VIP,2023-09-07,SMS,7371,"7491 Dyer Crossing Suite 923, Kruegerstad, NY 93447",Reidstad,IL,91786
CUST_00000119,John,Woods,curtissara@example.net,(202)349-7243x992,1993-01-03,F,36-45,Standard,2024-05-15,Email,3032,"PSC 6918, Box 3626, APO AA 91181",Vincentside,CA,86810
CUST_00000120,Karen,Glass,uwillis@example.com,219-452-4364,1995-11-14,Other,56-65,Budget,2022-06-10,SMS,1742,"646 Gregory Ferry Apt. 372, South Ashleyborough, HI 26838",Lake Ianborough,FL,34494
CUST_00000121,Miranda,Martin,nalexander@example.org,216-214-1509x3771,1961-03-14,Other,18-25,Premium,2025-04-20,Phone,1911,"38069 Frederick Mountains, Cassandramouth, MN 89873",Yvonnebury,CA,47845
CUST_00000122,Morgan,Drake,dgray@example.com,5767209184,1972-11-27,M,65+,VIP,2024-06-30,Phone,6637,"305 Cynthia Well Apt. 573, Rossland, MI 56588",Hatfieldville,IL,96744
CUST_00000123,Douglas,Meyer,mcarter@example.net,001-480-927-1487,2004-08-08,Other,46-55,Budget,2023-11-19,SMS,5910,"21160 Sarah Islands, Mirandabury, VA 34268",Lynnville,FL,87726
CUST_00000124,Christopher,Holt,sandraschultz@example.com,599.515.6686,1960-10-04,F,18-25,Standard,2023-04-23,Email,227,"931 Anderson Island Suite 904, New Amandafurt, NE 42397",Laurenberg,NY,68625
CUST_00000125,Leslie,Cabrera,danielsmith@example.com,337-672-9420x9548,2007-03-28,M,18-25,Standard,2024-07-22,Email,3428,"4605 Maria Fords, Lake Jill, VI 23965",Lunaport,FL,86910
CUST_00000126,Roberto,Kennedy,vickiekelley@example.com,(766)218-4438x612,1997-12-22,Other,26-35,Standard,2024-07-25,Phone,8824,"277 Merritt Fords, Port Kaitlin, WA 85860",West Jessicashire,NY,13863
CUST_00000127,Meagan,Howe,nicholasmcgrath@example.net,857-420-1859,1983-12-08,M,36-45,VIP,2023-08-25,Email,7765,"7492 Parsons Underpass, Port Stevenfurt, KY 83382",Richardsonville,FL,15787
CUST_00000128,Jeffrey,Matthews,martinezdarlene@example.net,001-674-419-2676,1950-09-14,M,18-25,Standard,2022-08-17,Email,7295,"PSC 8260, Box 6888, APO AA 08880",Port Karenville,FL,24181
CUST_00000129,David,Anderson,adamwest@example.com,621.784.0118,2005-04-24,F,18-25,VIP,2022-12-14,SMS,3975,"Unit 0340 Box 8487, DPO AE 76138",Nealhaven,NY,46653
CUST_00000130,Joel,Lopez,haileybates@example.org,632-698-3954x2961,1968-06-27,F,56-65,VIP,2025-02-23,Email,5469,"6283 Crystal Grove, Lake Nathan, TN 85405",South Lorraine,CA,41966
